id,title,complaint,complaintType,category,subcategory,estimatedResolutionTime,status,urgencyLevel,priorityLevel,isAnonymous,economicImpact,socialImpact,emotion,estimated,ResolutionTime,relatedPolicies,timestamp,lastUpdatedDate,submissionDate,currentLevel,escalationHistory,assignedAuthorities,resolutionPath,environmentalImpact,userId,departmentId,locationId
cm725fwy300ncu6o4gmo5s4tr,Electricity Issue in Ranchi,Frequent power cuts are causing a lot of inconvenience. We can't even use basic appliances.,Electricity,Utilities,Power Distribution,7,Closed,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Anger,,,UP Electricity Act 2017,2025-02-12 16:52:39.435,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725eu330019u6o42ys5qkfo,cm725dgc70009u6h4pqcjyeb5,cm725fwxs00nbu6o4av6ygzm1
cm725fx3c00neu6o4ftfv4bmc,Garbage Issue in Bhopal,Garbage collection is not regular in our area. The streets are filled with waste.,Garbage,Sanitation,Garbage Collection,15,Closed,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:52:39.624,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725eyqe005ju6o4ade09dly,cm725dgdh000au6h4fagm9twc,cm725fx1100ndu6o495v9bk9v
cm725fx6z00ngu6o48ld7v7oc,Roads Issue in Indore,The roads in our area are full of potholes. It's very difficult to drive safely.,Roads,Infrastructure,Road Maintenance,9,In Progress,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Frustration,,,UP Road Maintenance Act 2017,2025-02-12 16:52:39.755,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725f4wr009au6o4wv71g3sj,cm725dg3k0003u6h4e8f3kb9h,cm725fx6e00nfu6o4qp9kyp7g
cm725fxb200niu6o4eog8wox7,Public Transport Issue in Jaipur,The buses are always overcrowded and never on time. It's very hard to commute.,Public Transport,Transportation,Bus Services,20,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Irritation,,,UP Public Transport Act 2018,2025-02-12 16:52:39.902,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725f2tt007qu6o4bez55hkl,cm725dggi000cu6h4gbmwutvf,cm725fxap00nhu6o4hda7h9hd
cm725fxf200nku6o44kkt35bc,Health Services Issue in Kochi,The local health center lacks basic facilities and the staff is overworked.,Health Services,Healthcare,Public Health,16,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Concern,,,UP Health Services Act 2015,2025-02-12 16:52:40.046,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f2lu007ku6o4c4kk3kvx,cm725dg6o0005u6h4jkjbkawz,cm725fxdu00nju6o4er477llu
cm725fxmw00nmu6o4ze0ncbqp,Police & Law Issue in Thiruvananthapuram,The police are not responsive to complaints. There is a rise in thefts in our area.,Police & Law,Law Enforcement,Crime Control,15,Closed,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Disappointment,,,UP Police Act 2018,2025-02-12 16:52:40.328,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f2po007nu6o4fmamwpx8,cm725dg830006u6h44jyrjmcn,cm725fxhu00nlu6o4d1g3ktsq
cm725fxwk00nou6o4wifclmgg,Education Issue in Amritsar,The government school lacks basic infrastructure and proper teaching staff.,Education,Education,School Curriculum,18,Closed,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Frustration,,,UP Education Act 2014,2025-02-12 16:52:40.676,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f2x3007tu6o4x07tr089,cm725dg9j0007u6h4tzh2udh2,cm725fxul00nnu6o4jh3hqg3u
cm725fy0i00nqu6o4dzll1lxm,Water Supply Issue in Raipur,We face water scarcity every summer. The municipality's water supply is erratic.,Water Supply,Utilities,Water Distribution,19,Open,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Concern,,,UP Water Supply Act 2019,2025-02-12 16:52:40.818,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725f30z007wu6o4890gzbkg,cm725dgaz0008u6h4o1r9mtq7,cm725fxzm00npu6o4ylftzftz
cm725fy4l00nsu6o4m9omxrkx,Electricity Issue in Udaipur,Frequent power cuts are causing a lot of inconvenience. We can't even use basic appliances.,Electricity,Utilities,Power Distribution,6,Closed,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Anger,,,UP Electricity Act 2017,2025-02-12 16:52:40.965,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725f34x007zu6o4ttx7yg6i,cm725dgc70009u6h4pqcjyeb5,cm725fy3300nru6o4uesh5vdh
cm725fy8r00ntu6o4gugzxyg4,Garbage Issue in Lucknow,Garbage collection is not regular in our area. The streets are filled with waste.,Garbage,Sanitation,Garbage Collection,22,In Progress,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Frustration,,,UP Sanitation Act 2018,2025-02-12 16:52:41.115,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725f38o0082u6o47edcxgkg,cm725dgdh000au6h4fagm9twc,cm725evmu002ou6o4vxnvdhcr
cm725fybm00nvu6o4d4ynnzx5,Roads Issue in Kanpur,The roads in our area are full of potholes. It's very difficult to drive safely.,Roads,Infrastructure,Road Maintenance,13,Open,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Disgust,,,UP Road Maintenance Act 2017,2025-02-12 16:52:41.218,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725f3co0085u6o4bgbmheqj,cm725dg3k0003u6h4e8f3kb9h,cm725fybc00nuu6o4gaab3ntr
cm725fyg100nxu6o4n0i4dwa4,Public Transport Issue in Pune,The buses are always overcrowded and never on time. It's very hard to commute.,Public Transport,Transportation,Bus Services,27,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Frustration,,,UP Public Transport Act 2018,2025-02-12 16:52:41.377,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725f3gc0088u6o448ixet8v,cm725dggi000cu6h4gbmwutvf,cm725fyel00nwu6o4rxt1wpv2
cm725fyjg00nzu6o4jsj14qg2,Health Services Issue in Agra,The local health center lacks basic facilities and the staff is overworked.,Health Services,Healthcare,Public Health,5,Open,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Concern,,,UP Health Services Act 2015,2025-02-12 16:52:41.501,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725espe0000u6o40tsgshuf,cm725dg6o0005u6h4jkjbkawz,cm725fyj400nyu6o4i99e6dsx
cm725fyp000o1u6o45mur9wa9,Water Supply Issue in Kanpur,The water supply is very irregular. Sometimes we don't get water for days.,Water Supply,Utilities,Water Distribution,1,Closed,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Anger,,,UP Water Supply Act 2019,2025-02-12 16:52:41.7,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725f3n1008du6o4f2tm09sb,cm725dgaz0008u6h4o1r9mtq7,cm725fyom00o0u6o428sm0uaf
cm725fyrp00o3u6o4sdwm59y0,Electricity Issue in Varanasi,Frequent power cuts are causing a lot of inconvenience. We can't even use basic appliances.,Electricity,Utilities,Power Distribution,8,Open,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Frustration,,,UP Electricity Act 2017,2025-02-12 16:52:41.797,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725f3qo008gu6o4k2jcomda,cm725dgc70009u6h4pqcjyeb5,cm725fyrb00o2u6o4thhcsa89
cm725fyxz00o5u6o4mhxe8ap9,Garbage Issue in Agra,Garbage collection is not regular in our area. The streets are filled with waste.,Garbage,Sanitation,Garbage Collection,11,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:52:42.023,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725f3ux008ju6o4shmi1x5q,cm725dgdh000au6h4fagm9twc,cm725fyxl00o4u6o4si25fi9v
cm725fz1y00o7u6o4daqrlwb7,Roads Issue in Gorakhpur,The roads in our area are full of potholes. It's very difficult to drive safely.,Roads,Infrastructure,Road Maintenance,14,In Progress,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Irritation,,,UP Road Maintenance Act 2017,2025-02-12 16:52:42.166,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725f3yx008mu6o4mbfmhr0y,cm725dg3k0003u6h4e8f3kb9h,cm725fz1i00o6u6o4xc7sdmw9
cm725fz6p00o9u6o4czd62kne,Public Transport Issue in Allahabad,The buses are always overcrowded and never on time. It's very hard to commute.,Public Transport,Transportation,Bus Services,27,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Annoyance,,,UP Public Transport Act 2018,2025-02-12 16:52:42.338,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725f41x008pu6o45ta7mw6i,cm725dggi000cu6h4gbmwutvf,cm725fz6d00o8u6o48djfzam7
cm725fz9k00obu6o4hd39jodj,Health Services Issue in Meerut,The local health center lacks basic facilities and the staff is overworked.,Health Services,Healthcare,Public Health,15,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:52:42.44,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f46g008su6o4uwrwobrs,cm725dg6o0005u6h4jkjbkawz,cm725fz9800oau6o4tnlnuvll
cm725fzck00odu6o4zxz7bkag,Police & Law Issue in Mathura,The police are not responsive to complaints. There is a rise in thefts in our area.,Police & Law,Law Enforcement,Crime Control,13,In Progress,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Frustration,,,UP Police Act 2018,2025-02-12 16:52:42.549,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f4ag008vu6o48rmbcd50,cm725dg830006u6h44jyrjmcn,cm725fzc900ocu6o419kz83eg
cm725fzg800ofu6o4cb2klpng,Education Issue in Bareilly,The government school lacks basic infrastructure and proper teaching staff.,Education,Education,School Curriculum,8,Closed,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:52:42.68,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725et130009u6o45e2rnkk7,cm725dg9j0007u6h4tzh2udh2,cm725fzfx00oeu6o42lko4d2a
cm725fzjz00ohu6o47mp1ypr4,Water Supply Issue in Lucknow,The water supply is very irregular. Sometimes we don't get water for days.,Water Supply,Utilities,Water Distribution,26,Closed,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Disappointment,,,UP Water Supply Act 2019,2025-02-12 16:52:42.816,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725f4gr0090u6o434u3i3np,cm725dgaz0008u6h4o1r9mtq7,cm725fziy00ogu6o4xbde1mbr
cm725fznj00oju6o4gu7fh4ac,Electricity Issue in Faizabad,Frequent power cuts are causing a lot of inconvenience. We can't even use basic appliances.,Electricity,Utilities,Power Distribution,11,Closed,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Anger,,,UP Electricity Act 2017,2025-02-12 16:52:42.943,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725f4ki0093u6o46usuq3ci,cm725dgc70009u6h4pqcjyeb5,cm725fzn700oiu6o46kjbqazq
cm725fzrt00olu6o4mcsh3l8k,Garbage Issue in Aligarh,Garbage collection is not regular in our area. The streets are filled with waste.,Garbage,Sanitation,Garbage Collection,14,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Frustration,,,UP Sanitation Act 2018,2025-02-12 16:52:43.097,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725euhj001lu6o47cg3cj43,cm725dgdh000au6h4fagm9twc,cm725fzrh00oku6o477vbrow1
cm725fzvv00onu6o4bukmydya,Roads Issue in Saharanpur,The roads in our area are full of potholes. It's very difficult to drive safely.,Roads,Infrastructure,Road Maintenance,12,In Progress,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Displeasure,,,UP Road Maintenance Act 2017,2025-02-12 16:52:43.243,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725evst002tu6o4nf43xk4o,cm725dg3k0003u6h4e8f3kb9h,cm725fzvj00omu6o4z7n7n750
cm725g01c00oqu6o4qe4lp7xj,Health Services Issue in Jhansi,सरकारी अस्पतालों में मरीजों को इलाज देने की कोई व्यवस्था नहीं है। डॉक्टर भी बुरी हालत में हैं।,Health Services,Healthcare,Public Health,19,Open,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Helplessness,,,UP Health Services Act 2015,2025-02-12 16:52:43.44,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725g00800oou6o4xpyu3qcd,cm725dg6o0005u6h4jkjbkawz,cm725g01100opu6o4qsekcqnh
cm725g05300osu6o4qukf6h94,Police & Law Issue in Agra,पुलिस अपराधियों के खिलाफ कोई कार्रवाई नहीं करती। अपराध बढ़ते जा रहे हैं।,Police & Law,Law Enforcement,Crime Control,20,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:52:43.575,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725eyqe005ju6o4ade09dly,cm725dg830006u6h44jyrjmcn,cm725g04s00oru6o4xt17o60a
cm725g09z00ouu6o4dnu7nbko,Education Issue in Moradabad,"स्कूलों में शिक्षकों की बहुत कमी है और जो शिक्षक हैं, उनका बच्चों के प्रति कोई ध्यान नहीं है।",Education,Education,School Curriculum,24,In Progress,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:52:43.751,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725f76900aku6o4l8t44bnc,cm725dg9j0007u6h4tzh2udh2,cm725g08v00otu6o4db31xrw3
cm725g0f900oxu6o4xhha0xg2,Water Supply Issue in Meerut,पानी की सप्लाई कई बार नहीं आती। पानी का दबाव भी बहुत कम रहता है।,Water Supply,Utilities,Water Distribution,1,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Frustration,,,UP Water Supply Act 2019,2025-02-12 16:52:43.941,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725g0dh00ovu6o4m21pgwzx,cm725dgaz0008u6h4o1r9mtq7,cm725g0ec00owu6o4v6ie62bs
cm725g0s200p0u6o40phccc4m,Electricity Issue in Bijnor,बिजली की कटौती से हम सभी परेशान हो गए हैं। कई बार दिनभर बिजली चली जाती है।,Electricity,Utilities,Power Distribution,4,In Progress,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Exhaustion,,,UP Electricity Act 2017,2025-02-12 16:52:44.402,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725g0lu00oyu6o4is4wx4t9,cm725dgc70009u6h4pqcjyeb5,cm725g0mk00ozu6o484jdofvg
cm725g0yf00p2u6o4wughk8yd,Garbage Issue in Kanpur,कूड़ा सड़कों पर पड़ा रहता है और सफाई कर्मचारियों का कोई ध्यान नहीं है।,Garbage,Sanitation,Garbage Collection,7,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:52:44.631,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725euhj001lu6o47cg3cj43,cm725dgdh000au6h4fagm9twc,cm725g0xq00p1u6o417kzf6wt
cm725g12w00p5u6o4hvf3n0om,Roads Issue in Ghaziabad,सड़कों पर गड्ढे और टूटी-फूटी सड़कें बहुत बढ़ गई हैं। यह दुर्घटनाओं का कारण बन रही हैं।,Roads,Infrastructure,Road Maintenance,13,Closed,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Irritation,,,UP Road Maintenance Act 2017,2025-02-12 16:52:44.793,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725g11700p3u6o4fjyyfwrg,cm725dg3k0003u6h4e8f3kb9h,cm725g11r00p4u6o4ezlp9of6
cm725g18e00p8u6o4v8q7690j,Public Transport Issue in Varanasi,बसों की कमी है। लंबा इंतजार करने के बाद भी बस नहीं आती।,Public Transport,Transportation,Bus Services,20,In Progress,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Frustration,,,UP Public Transport Act 2018,2025-02-12 16:52:44.99,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725g16600p6u6o44jkzah84,cm725dggi000cu6h4gbmwutvf,cm725g17800p7u6o4or4iqe5r
